student_id,age,gender,state,district,urban_rural,education_level,course_type,annual_family_income,family_members,earning_members,monthly_expenses,family_debt,medical_expenses,education_expenses,number_of_dependents,has_house,has_vehicle,land_area,previous_percentage,current_percentage,attendance_percentage,academic_consistency,subject_strength,internet_access,has_laptop,has_smartphone,school_quality_score,coaching_access,library_access,electricity_reliability,distance_to_school,single_parent,orphan,disability,serious_family_illness,first_generation_learner,natural_disaster_affected,emergency_expenses,recently_lost_income,other_special_circumstances,per_capita_income,dependency_ratio,expense_income_ratio,debt_burden_score,opportunity_gap_score,financial_need_score,academic_potential_score,vulnerability_score,special_circumstances_score,academic_improvement,final_score,scholarship_eligible
STU0209,25,Male,Maharashtra,District_MAH_5,Rural,Undergraduate,Arts,238000.0,4,1,14700.0,0.0,0,77200.0,3,1,0,0.13,57.22,60.62,89.56,0.86,Science,0,1,1,7,1,0,16.6,17.1,0,0,0,0,0,0,0,0,0,59500.0,3.0,1.065546218487395,0.0,39.42,70.64,56.02,0.0,0.0,3.3999999999999986,46.61,0
STU0210,18,Male,Madhya Pradesh,District_MAD_2,Semi-Urban,Postgraduate,STEM,106000.0,5,1,6800.0,19000.0,0,11100.0,4,0,0,0.01,64.01,51.26,96.58,0.49,Commerce,1,0,1,8,0,1,21.2,2.0,0,0,0,0,0,0,0,0,0,21200.0,4.0,0.8745283018867924,0.1792452830188679,34.97,82.44,37.86,0.0,0.0,-12.750000000000007,45.31,0
STU0211,18,Male,West Bengal,District_WES_1,Urban,Undergraduate,STEM,102000.0,5,1,7900.0,64000.0,15000,28000.0,4,0,0,0.07,72.89,67.0,72.3,0.76,Languages,1,0,1,8,0,1,19.8,3.0,0,0,0,0,0,0,0,0,0,20400.0,4.0,1.3509803921568628,0.6274509803921569,35.95,91.25,43.22,0.0,0.0,-5.890000000000001,49.93,0
STU0212,19,Male,Bihar,District_BIH_5,Urban,Undergraduate,Arts,328000.0,4,2,26700.0,0.0,0,111100.0,2,1,0,0.19,52.62,56.57,86.14,0.84,Mathematics,0,1,1,5,1,1,20.4,9.3,1,0,0,1,0,0,0,0,0,82000.0,1.0,1.3155487804878048,0.0,27.72,48.54,53.03,40.0,0.0,3.950000000000003,41.79,0
STU0213,22,Male,Karnataka,District_KAR_5,Rural,Postgraduate,Commerce,315000.0,3,1,25600.0,0.0,15000,87100.0,2,1,0,2.13,56.92,67.29,69.81,0.59,Science,0,1,1,7,1,1,18.1,29.6,0,0,0,0,0,0,0,0,0,105000.0,2.0,1.2993650793650793,0.0,31.96,56.49,64.7,0.0,0.0,10.370000000000005,42.34,0
STU0214,19,Male,Karnataka,District_KAR_2,Semi-Urban,Higher Secondary,STEM,118000.0,7,1,8400.0,46000.0,0,41100.0,6,1,0,0.3,92.64,87.47,95.26,0.79,Mathematics,1,0,1,8,0,1,18.8,1.0,0,0,1,0,0,0,50000,0,0,16857.14285714286,6.0,1.202542372881356,0.3898305084745763,35.57,83.59,53.8,25.0,45.0,-5.170000000000002,55.82,1
STU0215,24,Female,Odisha,District_ODI_1,Rural,Undergraduate,Arts,104000.0,6,2,8700.0,22000.0,0,28300.0,4,0,1,1.01,74.43,77.88,85.57,0.86,Languages,0,0,1,6,0,0,5.6,16.2,0,0,0,0,0,0,0,0,0,17333.333333333332,2.0,1.2759615384615384,0.21153846153846154,75.15,71.99,67.96,0.0,0.0,3.4499999999999886,57.22,1
STU0216,16,Male,Karnataka,District_KAR_3,Semi-Urban,Postgraduate,STEM,188000.0,4,1,12800.0,12000.0,100000,20400.0,3,1,0,0.05,52.86,53.6,90.5,0.97,Humanities,1,1,1,8,1,1,24.0,6.2,0,0,0,0,0,0,0,0,0,47000.0,3.0,1.4574468085106382,0.06382978723404255,5.48,74.65,44.77,0.0,0.0,0.740000000000002,38.42,0
STU0217,23,Male,Bihar,District_BIH_2,Rural,Higher Secondary,STEM,42000.0,5,2,2300.0,135000.0,0,12900.0,3,1,0,5.2,81.19,89.91,61.88,0.65,Humanities,1,1,0,8,0,0,13.6,2.0,0,0,0,0,1,0,0,0,1,8400.0,1.5,0.9642857142857143,3.2142857142857144,38.13,80.96,71.7,15.0,25.0,8.719999999999999,57.39,1
STU0218,22,Female,Maharashtra,District_MAH_1,Semi-Urban,Undergraduate,STEM,56000.0,4,1,4100.0,147000.0,0,9600.0,3,1,0,0.2,52.78,48.47,82.74,0.83,Commerce,0,1,0,6,0,0,21.4,1.6,1,0,0,0,1,0,0,0,0,14000.0,3.0,1.05,2.625,52.72,96.52,40.75,40.0,0.0,-4.310000000000002,60.51,1
STU0219,17,Male,Madhya Pradesh,District_MAD_5,Urban,Undergraduate,STEM,64000.0,7,2,5700.0,0.0,0,13500.0,5,1,0,0.12,83.25,88.83,80.05,0.78,Science,0,0,1,3,1,1,23.2,5.3,0,0,0,0,0,0,0,0,0,9142.857142857143,2.5,1.2796875,0.0,47.95,76.92,70.5,0.0,0.0,5.579999999999998,54.14,1
STU0220,23,Female,Bihar,District_BIH_1,Semi-Urban,Undergraduate,STEM,77000.0,8,1,6400.0,148000.0,0,13700.0,7,0,1,0.04,83.75,82.83,71.13,0.96,Science,1,0,1,5,0,1,20.0,9.2,0,0,0,0,0,0,0,0,0,9625.0,7.0,1.1753246753246753,1.922077922077922,42.85,94.36,57.59,0.0,0.0,-0.9200000000000017,55.99,1
STU0221,16,Female,Madhya Pradesh,District_MAD_1,Semi-Urban,Undergraduate,Arts,169000.0,5,1,12500.0,0.0,0,28200.0,4,0,0,0.08,79.3,83.64,69.97,0.83,Commerce,1,0,1,5,0,1,22.4,4.6,0,0,0,0,0,0,0,0,0,33800.0,4.0,1.0544378698224852,0.0,40.01,77.81,64.61,0.0,0.0,4.340000000000003,51.39,1
STU0222,24,Male,Madhya Pradesh,District_MAD_1,Urban,Diploma,Medicine,915000.0,6,1,70400.0,0.0,0,190200.0,5,0,1,0.07,82.95,86.36,82.04,0.86,Mathematics,1,1,1,4,1,1,20.9,1.1,0,0,0,0,0,1,0,0,0,152500.0,5.0,1.1311475409836065,0.0,10.73,35.96,61.27,15.0,0.0,3.4099999999999966,32.3,0
STU0223,24,Female,West Bengal,District_WES_3,Urban,Undergraduate,Commerce,230000.0,6,1,20400.0,423000.0,15000,44800.0,5,1,0,0.02,53.96,55.45,86.85,0.94,Humanities,0,1,1,9,0,0,23.4,2.0,0,0,0,0,0,0,0,0,0,38333.333333333336,5.0,1.3243478260869566,1.8391304347826087,37.55,86.19,50.93,0.0,0.0,1.490000000000002,50.41,0
STU0224,17,Male,Maharashtra,District_MAH_1,Rural,Postgraduate,STEM,51000.0,6,3,3500.0,0.0,15000,13200.0,3,0,1,2.75,82.71,88.57,61.26,0.77,Humanities,0,0,0,4,0,0,15.3,6.3,0,0,1,0,0,0,0,1,0,8500.0,1.0,1.3764705882352941,0.0,80.14,62.62,73.72,25.0,35.0,5.859999999999999,61.88,1
STU0225,22,Male,Assam,District_ASS_3,Rural,Undergraduate,STEM,174000.0,8,1,11100.0,37000.0,0,52800.0,7,1,0,4.28,56.15,59.41,81.56,0.87,Science,0,0,1,6,0,0,18.9,13.5,0,1,0,0,0,0,0,0,0,21750.0,7.0,1.0689655172413792,0.21264367816091953,68.53,75.18,58.94,35.0,0.0,3.259999999999998,60.0,1
STU0226,25,Male,Karnataka,District_KAR_5,Semi-Urban,Undergraduate,STEM,164000.0,3,2,14900.0,0.0,0,28600.0,1,1,0,0.17,65.28,67.48,66.48,0.91,Science,0,0,1,8,0,1,21.6,20.2,0,0,0,0,0,1,20000,0,0,54666.666666666664,0.5,1.2646341463414634,0.0,57.08,54.22,57.55,15.0,21.95,2.200000000000003,48.13,0
STU0227,18,Female,Assam,District_ASS_3,Urban,Postgraduate,STEM,68000.0,5,1,5800.0,0.0,15000,10400.0,4,1,0,0.35,92.42,93.29,65.33,0.97,Commerce,1,0,1,7,0,0,21.2,2.6,0,0,0,0,1,0,20000,0,0,13600.0,4.0,1.3970588235294117,0.0,46.71,80.71,64.51,15.0,45.0,0.8700000000000045,58.22,1
STU0228,22,Female,West Bengal,District_WES_5,Urban,Undergraduate,Arts,495000.0,8,1,31400.0,24000.0,0,132000.0,7,0,0,0.03,72.63,76.09,83.68,0.86,Languages,1,1,1,8,1,1,20.9,5.7,0,0,0,1,0,0,0,0,0,61875.0,7.0,1.0278787878787878,0.048484848484848485,6.57,59.01,56.78,15.0,0.0,3.460000000000008,38.41,0
STU0229,25,Male,Madhya Pradesh,District_MAD_5,Rural,Undergraduate,Arts,145000.0,5,1,10100.0,220000.0,15000,38800.0,4,0,0,0.97,93.53,97.87,71.81,0.83,Mathematics,1,0,1,8,1,0,12.9,7.3,0,0,1,0,0,0,0,0,1,29000.0,4.0,1.206896551724138,1.5172413793103448,40.54,93.72,70.57,25.0,25.0,4.340000000000003,63.55,1
STU0230,24,Non-Binary/Other,Odisha,District_ODI_3,Urban,Undergraduate,STEM,978000.0,8,1,65800.0,0.0,15000,318100.0,7,0,0,0.19,54.0,51.07,76.75,0.88,Languages,1,1,1,7,0,1,19.1,1.5,0,0,0,0,1,0,0,0,0,122250.0,7.0,1.147955010224949,0.0,17.14,39.89,38.18,15.0,0.0,-2.9299999999999997,29.18,0
STU0231,19,Male,Karnataka,District_KAR_2,Rural,Undergraduate,STEM,138000.0,8,1,7800.0,9000.0,0,14400.0,7,0,0,1.66,71.49,72.39,73.68,0.96,Languages,0,0,0,3,0,1,14.4,4.5,0,0,0,0,0,0,20000,0,0,17250.0,7.0,0.782608695652174,0.06521739130434782,71.3,76.44,60.67,0.0,26.09,0.9000000000000057,57.49,1
STU0232,16,Female,Karnataka,District_KAR_4,Urban,Postgraduate,STEM,209000.0,3,1,18800.0,0.0,15000,65500.0,2,0,1,0.24,52.81,49.48,84.64,0.87,Science,1,0,1,5,0,1,20.0,11.6,1,0,0,0,1,0,0,0,0,69666.66666666667,2.0,1.4645933014354067,0.0,43.81,62.98,41.68,40.0,0.0,-3.3300000000000054,47.22,0
STU0233,17,Male,Maharashtra,District_MAH_1,Semi-Urban,Undergraduate,STEM,60000.0,5,2,4000.0,0.0,40000,13800.0,3,1,0,0.26,78.36,81.12,77.86,0.89,Science,1,0,0,6,0,1,20.2,0.5,0,0,0,0,1,1,20000,0,0,12000.0,1.5,1.6966666666666668,0.0,47.78,68.74,63.49,30.0,45.0,2.760000000000005,56.24,1
STU0234,16,Male,Rajasthan,District_RAJ_4,Rural,Higher Secondary,Commerce,149000.0,8,1,12900.0,74000.0,15000,38000.0,7,0,0,3.32,53.54,52.99,96.61,0.98,Science,1,0,1,7,1,0,10.5,4.4,0,0,0,0,1,0,0,0,1,18625.0,7.0,1.3946308724832215,0.4966442953020134,41.88,84.52,48.71,15.0,25.0,-0.5499999999999972,53.64,1
STU0235,20,Male,Uttar Pradesh,District_UTT_1,Rural,Postgraduate,STEM,89000.0,3,1,5200.0,246000.0,0,10900.0,2,1,0,0.13,57.89,65.52,73.39,0.7,Languages,1,0,1,4,0,0,7.1,5.9,0,0,0,0,0,0,0,0,0,29666.666666666668,2.0,0.8235955056179776,2.764044943820225,58.4,83.6,64.75,0.0,0.0,7.6299999999999955,57.13,1
STU0236,20,Female,Uttar Pradesh,District_UTT_1,Semi-Urban,Undergraduate,Arts,365000.0,4,1,26600.0,0.0,0,76000.0,3,1,0,0.24,61.65,68.68,88.13,0.72,Mathematics,1,1,1,6,0,1,22.5,1.6,0,0,0,0,0,0,0,0,0,91250.0,3.0,1.0827397260273972,0.0,17.26,62.96,60.52,0.0,0.0,7.030000000000008,40.62,0
STU0237,22,Male,Uttar Pradesh,District_UTT_5,Semi-Urban,Undergraduate,Arts,316000.0,7,1,16100.0,0.0,40000,49600.0,6,1,0,0.26,83.69,81.16,69.78,0.9,Science,1,1,1,3,1,1,22.1,1.3,0,0,0,0,0,0,0,0,0,45142.857142857145,6.0,0.8949367088607595,0.0,11.81,64.31,49.42,0.0,0.0,-2.530000000000001,37.23,0
STU0238,24,Male,Rajasthan,District_RAJ_1,Rural,Undergraduate,Medicine,353000.0,8,2,28900.0,24000.0,0,57700.0,6,1,0,0.09,57.38,60.36,79.33,0.88,Humanities,0,0,1,6,0,0,10.1,9.4,0,0,0,1,1,0,0,0,0,44125.0,3.0,1.1458923512747876,0.0679886685552408,70.55,64.79,59.03,30.0,0.0,2.979999999999997,56.04,1
STU0239,24,Male,Maharashtra,District_MAH_1,Urban,Higher Secondary,Medicine,271000.0,6,1,20100.0,0.0,15000,61300.0,5,1,0,0.24,88.1,94.93,81.0,0.73,Mathematics,1,1,1,7,0,1,20.1,4.6,0,0,0,0,1,0,0,0,0,45166.666666666664,5.0,1.1715867158671587,0.0,17.96,68.6,70.16,15.0,0.0,6.8300000000000125,47.39,0
STU0240,18,Female,Rajasthan,District_RAJ_3,Rural,Undergraduate,Commerce,362000.0,3,1,27500.0,0.0,0,109700.0,2,1,1,2.57,55.94,57.88,72.51,0.92,Humanities,0,1,1,9,0,0,12.8,18.1,0,0,0,0,0,0,20000,0,0,120666.66666666667,2.0,1.2146408839779006,0.0,48.41,49.4,52.67,0.0,9.94,1.9400000000000048,40.64,0
STU0241,18,Male,Uttar Pradesh,District_UTT_4,Urban,Higher Secondary,STEM,80000.0,3,1,4200.0,0.0,0,22900.0,2,1,0,0.14,51.59,50.22,77.93,0.95,Mathematics,1,0,1,3,0,1,18.6,9.3,1,0,0,0,1,0,0,0,0,26666.666666666668,2.0,0.91625,0.0,46.47,70.53,45.05,40.0,0.0,-1.3700000000000045,51.24,1
STU0242,18,Male,West Bengal,District_WES_3,Rural,Undergraduate,Arts,148000.0,8,1,8700.0,53000.0,15000,36700.0,7,0,0,0.02,67.78,64.22,70.61,0.86,Science,1,0,1,8,0,0,13.1,17.8,0,0,0,0,0,0,0,0,0,18500.0,7.0,1.0547297297297298,0.3581081081081081,54.66,84.48,47.41,0.0,0.0,-3.5600000000000023,52.35,1
STU0243,19,Female,Bihar,District_BIH_1,Rural,Higher Secondary,Commerce,252000.0,3,1,13400.0,8000.0,15000,59200.0,2,0,0,0.3,94.07,99.0,60.23,0.67,Commerce,0,1,1,4,1,1,24.0,3.3,0,0,1,0,0,1,0,0,0,84000.0,2.0,0.9325396825396826,0.031746031746031744,25.32,63.83,67.67,40.0,0.0,4.930000000000007,50.32,1
STU0244,23,Male,Madhya Pradesh,District_MAD_5,Urban,Undergraduate,STEM,223000.0,4,1,13800.0,0.0,15000,46100.0,3,1,0,0.3,54.97,63.38,68.19,0.66,Science,0,1,1,4,0,1,18.7,4.7,0,0,0,0,0,0,0,0,0,55750.0,3.0,1.016591928251121,0.0,38.09,71.44,61.3,0.0,0.0,8.410000000000004,47.95,0
STU0245,21,Male,Rajasthan,District_RAJ_3,Rural,Higher Secondary,Arts,267000.0,3,1,20300.0,0.0,40000,91600.0,2,1,0,0.4,54.58,56.33,86.6,0.93,Languages,0,1,1,7,1,0,12.7,7.6,0,0,0,0,0,0,0,1,0,89000.0,2.0,1.405243445692884,0.0,37.25,60.41,51.55,0.0,35.0,1.75,43.23,0
STU0246,23,Female,Maharashtra,District_MAH_3,Urban,Undergraduate,Medicine,86000.0,7,1,6300.0,180000.0,0,20600.0,6,1,0,0.02,83.8,91.4,89.3,0.7,Languages,1,0,0,3,0,0,20.6,5.4,0,0,0,0,1,0,50000,0,0,12285.714285714286,6.0,1.1186046511627907,2.0930232558139537,64.08,94.83,77.5,15.0,45.0,7.6000000000000085,69.88,1
STU0247,16,Female,Maharashtra,District_MAH_2,Urban,Undergraduate,Arts,59000.0,7,2,4500.0,24000.0,0,9600.0,5,1,0,0.26,64.05,49.26,70.65,0.41,Mathematics,1,0,1,4,0,1,20.2,0.9,0,0,0,0,0,0,0,0,0,8428.57142857143,2.5,1.0779661016949154,0.4067796610169492,40.94,83.24,34.96,0.0,0.0,-14.79,46.06,0
STU0248,23,Male,Assam,District_ASS_1,Semi-Urban,Undergraduate,STEM,488000.0,6,1,35600.0,0.0,40000,76900.0,5,1,0,0.25,82.28,93.24,75.51,0.56,Languages,1,1,1,3,1,1,23.3,0.9,0,0,0,0,1,0,50000,0,0,81333.33333333333,5.0,1.1149590163934426,0.0,11.15,55.57,73.26,15.0,18.44,10.959999999999994,43.17,0
STU0249,19,Female,Bihar,District_BIH_5,Semi-Urban,Undergraduate,STEM,188000.0,4,2,11500.0,204000.0,0,47500.0,2,0,0,0.3,59.0,61.06,61.42,0.92,Science,1,0,1,6,1,1,16.1,8.5,1,0,1,0,1,1,20000,0,0,47000.0,1.0,0.9867021276595744,1.0851063829787233,32.69,74.67,50.66,80.0,19.15,2.0600000000000023,58.29,1
STU0250,16,Male,Odisha,District_ODI_3,Rural,Diploma,Arts,70000.0,7,1,4200.0,137000.0,15000,16100.0,6,1,1,2.02,70.7,74.55,69.01,0.85,Humanities,0,1,0,9,0,0,14.1,5.4,0,0,0,0,1,1,0,0,0,10000.0,6.0,1.1642857142857144,1.957142857142857,52.78,90.59,62.16,30.0,0.0,3.8499999999999943,62.3,1
STU0251,23,Female,Karnataka,District_KAR_3,Urban,Undergraduate,STEM,324000.0,8,2,18100.0,0.0,0,33000.0,6,1,1,0.21,61.94,63.01,89.61,0.96,Science,1,1,1,5,1,1,16.3,0.5,0,0,0,0,0,0,0,0,0,40500.0,3.0,0.7722222222222223,0.0,10.91,58.02,49.71,0.0,0.0,1.0700000000000003,34.92,0
STU0252,19,Male,Uttar Pradesh,District_UTT_5,Urban,Undergraduate,Commerce,484000.0,5,1,41300.0,0.0,0,148800.0,4,1,0,0.07,70.32,81.69,83.03,0.55,Mathematics,1,1,1,5,1,1,21.5,2.0,0,1,0,0,1,0,20000,0,0,96800.0,4.0,1.331404958677686,0.0,9.34,55.92,69.68,50.0,7.44,11.370000000000005,46.73,0
STU0253,21,Female,Odisha,District_ODI_1,Urban,Postgraduate,Commerce,73000.0,5,1,5500.0,126000.0,0,20200.0,4,1,0,0.29,84.61,81.24,67.82,0.87,Languages,1,0,1,5,0,1,22.5,0.8,0,0,0,0,0,0,0,0,0,14600.0,4.0,1.180821917808219,1.726027397260274,38.44,95.45,51.84,0.0,0.0,-3.3700000000000045,54.06,1
STU0254,23,Male,Assam,District_ASS_2,Urban,Undergraduate,STEM,346000.0,5,1,20000.0,0.0,0,91800.0,4,1,0,0.05,84.29,96.14,69.78,0.53,Humanities,1,1,1,4,1,0,18.3,6.5,0,0,0,0,1,0,0,1,0,69200.0,4.0,0.9589595375722544,0.0,23.98,63.59,76.96,15.0,35.0,11.849999999999994,50.29,1
STU0255,19,Non-Binary/Other,Uttar Pradesh,District_UTT_3,Semi-Urban,Postgraduate,Medicine,527000.0,8,1,30200.0,145000.0,40000,61800.0,7,1,1,0.23,73.21,78.59,91.04,0.78,Commerce,1,1,1,7,0,1,18.6,8.2,1,0,0,0,0,0,50000,0,0,65875.0,7.0,0.8808349146110057,0.27514231499051234,20.03,51.58,63.01,25.0,17.08,5.38000000000001,42.42,0
STU0256,18,Male,Bihar,District_BIH_2,Rural,Postgraduate,Arts,542000.0,3,1,46800.0,0.0,15000,103300.0,2,0,1,3.4,91.78,98.51,67.95,0.73,Humanities,0,0,1,5,1,1,8.2,29.7,0,0,0,0,0,0,0,0,1,180666.66666666666,2.0,1.2544280442804427,0.0,59.08,41.11,76.31,0.0,25.0,6.730000000000004,46.53,0
STU0257,24,Male,Assam,District_ASS_4,Rural,Undergraduate,STEM,482000.0,8,1,39000.0,0.0,15000,160900.0,7,1,1,0.64,61.87,62.9,72.7,0.96,Humanities,0,1,1,8,0,1,14.2,14.0,0,0,0,0,1,1,0,0,1,60250.0,7.0,1.3358921161825725,0.0,37.68,51.7,51.93,30.0,25.0,1.0300000000000011,44.36,0
STU0258,18,Female,Uttar Pradesh,District_UTT_1,Rural,Diploma,Commerce,182000.0,3,1,14100.0,60000.0,0,57400.0,2,1,0,2.96,60.81,55.96,85.25,0.81,Science,1,0,0,9,1,0,5.1,12.4,0,0,0,0,1,0,0,0,0,60666.666666666664,2.0,1.245054945054945,0.32967032967032966,54.34,68.92,43.33,15.0,0.0,-4.850000000000001,48.07,0
STU0259,24,Male,Bihar,District_BIH_4,Urban,Undergraduate,Commerce,119000.0,5,1,8000.0,138000.0,0,20400.0,4,1,0,0.02,77.62,86.2,81.32,0.66,Commerce,1,1,1,7,0,0,20.4,1.3,1,0,0,0,1,0,20000,1,0,23800.0,4.0,0.9781512605042016,1.1596638655462186,26.52,92.52,70.26,40.0,65.25,8.579999999999998,64.51,1
STU0260,17,Female,Tamil Nadu,District_TAM_4,Semi-Urban,Undergraduate,Arts,41000.0,6,1,2500.0,233000.0,0,5700.0,5,1,0,0.22,77.96,82.83,77.51,0.81,Mathematics,1,1,1,9,1,1,20.3,1.6,0,0,0,1,0,0,0,0,0,6833.333333333333,5.0,0.8707317073170732,5.682926829268292,3.68,94.93,60.29,15.0,0.0,4.8700000000000045,51.28,1
STU0261,17,Female,Odisha,District_ODI_4,Urban,Higher Secondary,Medicine,51000.0,6,2,4600.0,5000.0,0,10800.0,4,1,1,0.52,52.09,63.26,94.19,0.55,Mathematics,1,0,1,5,1,1,19.1,0.8,0,0,1,0,0,0,0,0,0,8500.0,2.0,1.2941176470588236,0.09803921568627451,29.86,70.77,66.21,25.0,0.0,11.169999999999995,51.04,1
STU0262,17,Female,Odisha,District_ODI_1,Urban,Postgraduate,Commerce,141000.0,3,1,11700.0,0.0,0,26600.0,2,1,0,0.7,77.35,79.19,68.35,0.93,Humanities,1,0,1,6,1,0,23.3,2.3,0,0,0,1,0,0,0,0,0,47000.0,2.0,1.1843971631205674,0.0,37.21,67.79,59.0,15.0,0.0,1.8400000000000034,48.17,0
STU0263,21,Female,Karnataka,District_KAR_1,Semi-Urban,Undergraduate,Medicine,132000.0,5,1,8300.0,0.0,0,35700.0,4,1,0,0.05,66.85,67.33,88.17,0.98,Humanities,1,0,1,9,1,1,21.5,3.3,0,0,0,0,0,0,20000,0,0,26400.0,4.0,1.025,0.0,23.86,77.05,52.45,0.0,27.27,0.480000000000004,46.22,0
STU0264,18,Male,Bihar,District_BIH_5,Urban,Postgraduate,Arts,77000.0,8,1,6600.0,0.0,0,26300.0,7,1,0,0.33,83.63,94.96,66.04,0.55,Languages,1,0,0,5,1,1,18.6,8.5,0,0,0,0,0,0,20000,0,0,9625.0,7.0,1.37012987012987,0.0,43.15,80.18,78.31,0.0,45.0,11.329999999999998,58.52,1
STU0265,24,Male,Rajasthan,District_RAJ_2,Urban,Undergraduate,Commerce,131000.0,6,1,10700.0,217000.0,0,25000.0,5,1,0,0.09,86.36,99.0,83.4,0.42,Commerce,1,1,1,7,0,1,19.6,4.5,0,0,0,1,0,0,0,1,0,21833.333333333332,5.0,1.1709923664122137,1.6564885496183206,18.13,92.09,79.22,15.0,35.0,12.64,59.66,1
STU0266,19,Female,Tamil Nadu,District_TAM_2,Rural,Undergraduate,Vocational,75000.0,3,1,4700.0,0.0,0,8700.0,2,1,0,0.55,74.85,77.9,93.08,0.88,Humanities,0,0,1,4,0,0,16.4,6.4,0,0,0,0,1,0,0,1,0,25000.0,2.0,0.868,0.0,69.73,69.86,67.4,15.0,35.0,3.0500000000000114,59.25,1
STU0267,16,Female,West Bengal,District_WES_5,Semi-Urban,Higher Secondary,Commerce,380000.0,8,2,25800.0,269000.0,0,123300.0,6,1,0,0.31,50.08,48.56,77.4,0.94,Languages,1,1,1,9,0,1,23.8,1.6,0,0,0,0,1,0,0,0,0,47500.0,3.0,1.1392105263157895,0.7078947368421052,12.22,72.63,38.92,15.0,0.0,-1.519999999999996,39.84,0
STU0268,19,Non-Binary/Other,Uttar Pradesh,District_UTT_5,Semi-Urban,Undergraduate,STEM,104000.0,5,1,6000.0,100000.0,0,11400.0,4,1,0,0.02,78.64,86.5,87.52,0.69,Commerce,1,0,1,8,0,1,22.4,7.1,0,0,0,0,0,0,0,0,0,20800.0,4.0,0.801923076923077,0.9615384615384616,36.51,90.2,71.57,0.0,0.0,7.859999999999999,56.76,1
STU0269,16,Female,Tamil Nadu,District_TAM_4,Urban,Undergraduate,Arts,204000.0,4,1,11100.0,272000.0,0,69000.0,3,1,0,0.1,83.7,85.18,91.17,0.94,Mathematics,1,1,1,6,0,1,20.7,9.3,0,0,0,0,0,0,120000,1,0,51000.0,3.0,0.9911764705882353,1.3333333333333333,21.1,87.57,60.77,0.0,80.0,1.480000000000004,54.06,1
STU0270,20,Female,Bihar,District_BIH_5,Urban,Higher Secondary,Arts,166000.0,5,1,13300.0,142000.0,40000,44200.0,4,1,0,0.08,61.2,67.8,65.17,0.74,Languages,1,0,1,7,0,1,24.0,8.6,1,0,0,0,0,0,0,0,0,33200.0,4.0,1.4686746987951806,0.8554216867469879,37.94,87.82,60.43,25.0,0.0,6.599999999999994,57.18,1
STU0271,19,Female,Madhya Pradesh,District_MAD_3,Rural,Diploma,STEM,50000.0,5,1,3100.0,11000.0,0,16800.0,4,1,0,2.8,70.91,72.35,86.82,0.94,Commerce,0,1,1,3,0,0,15.0,2.8,0,0,0,0,0,0,120000,0,0,10000.0,4.0,1.08,0.22,50.37,83.62,59.54,0.0,45.0,1.4399999999999977,56.48,1
STU0272,23,Male,Uttar Pradesh,District_UTT_2,Urban,Undergraduate,Vocational,553000.0,8,2,46500.0,0.0,40000,82900.0,6,1,1,0.11,93.46,99.0,94.95,0.5,Languages,1,1,1,5,1,1,20.5,3.3,0,0,1,1,1,0,0,0,0,69125.0,3.0,1.2312839059674503,0.0,10.28,47.75,68.95,55.0,0.0,5.540000000000006,44.26,0
STU0273,23,Male,Maharashtra,District_MAH_5,Semi-Urban,Postgraduate,STEM,175000.0,8,2,16000.0,50000.0,0,19300.0,6,1,0,0.23,63.42,62.22,81.9,0.95,Humanities,1,0,1,6,0,1,20.2,3.6,0,0,0,0,0,0,0,0,0,21875.0,3.0,1.2074285714285715,0.2857142857142857,39.02,78.65,49.38,0.0,0.0,-1.2000000000000028,47.68,0
STU0274,22,Female,Odisha,District_ODI_3,Urban,Postgraduate,STEM,111000.0,7,1,5900.0,19000.0,40000,24600.0,6,1,0,0.18,60.04,65.93,67.07,0.76,Science,1,0,1,4,0,1,20.3,1.5,0,0,0,0,0,0,20000,0,0,15857.142857142857,6.0,1.2198198198198198,0.17117117117117117,41.14,80.8,59.39,0.0,32.43,5.890000000000008,52.98,1
STU0275,18,Female,Bihar,District_BIH_3,Semi-Urban,Diploma,Medicine,71000.0,7,1,4900.0,68000.0,0,15100.0,6,1,0,0.74,59.49,59.56,64.82,0.98,Mathematics,1,0,1,9,0,1,19.1,15.1,0,0,1,0,0,0,0,0,0,10142.857142857143,6.0,1.0408450704225352,0.9577464788732394,39.58,94.66,48.75,25.0,0.0,0.07000000000000028,56.98,1
STU0276,16,Male,Maharashtra,District_MAH_3,Urban,Higher Secondary,Arts,114000.0,8,1,9500.0,64000.0,15000,20800.0,7,0,0,0.56,75.15,76.46,69.87,0.95,Humanities,1,0,1,3,0,0,24.0,1.5,0,0,1,0,1,0,0,0,0,14250.0,7.0,1.3140350877192983,0.5614035087719298,51.1,89.25,59.45,40.0,0.0,1.309999999999988,62.32,1
STU0277,16,Male,Karnataka,District_KAR_3,Rural,Undergraduate,STEM,44000.0,8,1,3600.0,0.0,0,14900.0,7,1,0,0.9,92.74,93.27,63.93,0.98,Humanities,1,0,1,9,0,0,12.7,14.3,0,0,0,0,1,0,0,0,0,5500.0,7.0,1.3204545454545455,0.0,51.93,81.46,64.69,15.0,0.0,0.5300000000000011,57.32,1
